trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,key_resp.corr,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,62,61,up,0.005,db,0.05043360402996704,1,0.00035802184811473126,170.4523180405281,170.4523180405281,170.75310952238533,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,63,62,up,0.005,db,0.05043360402996704,1,0.00035439936709735775,172.8606920689108,172.8606920689108,173.16171991763713,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,64,63,down,0.005,db,0.05040458046821474,1,0.0003975672625529114,175.28570022703934,175.28570022703934,175.58680505348184,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,65,64,up,0.005,db,0.05043360402996704,0,0.0003610405815379636,177.67755906379443,177.67755906379443,177.97830103841443,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,66,65,up,0.005,db,0.050462644303834174,0,0.00034323005138503504,180.0356153251464,180.0356153251464,180.33652031140082,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,67,66,up,0.005,db,0.050462644303834174,1,0.0003453431654634187,182.3437498773642,182.3437498773642,182.64457486716856,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,68,67,up,0.005,db,0.050491701299439175,0,0.0003888129340339219,184.90262258550365,184.90262258550365,185.2034901394568,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,69,68,up,0.005,db,0.050491701299439175,1,0.0003583237212296808,187.2440060773156,187.2440060773156,187.5450115874105,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,70,69,up,0.005,db,0.050491701299439175,1,0.000352588126588671,189.6524800257921,189.6524800257921,189.95324584841092,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,71,70,down,0.005,db,0.050462644303834174,1,0.00037160615056563984,192.0105525883082,192.0105525883082,192.3115188548618,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,72,71,down,0.005,db,0.050462644303834174,1,0.000339305697252712,194.43572073933638,194.43572073933638,194.73661365065482,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,73,72,up,0.005,db,0.050491701299439175,0,0.0003471544055173581,196.81069187269304,196.81069187269304,197.1115826708974,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,74,73,up,0.005,db,0.05052077502641062,0,0.0003480600253169541,199.15218524642114,199.15218524642114,199.453074233385,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,75,74,up,0.005,db,0.05054986549438263,0,0.0003468525319476612,201.76126795278833,201.76126795278833,202.06209022573194,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,76,75,up,0.005,db,0.05057897271299488,0,0.0003921335414815985,204.1194851126611,204.1194851126611,204.42036293030924,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,77,76,up,0.005,db,0.050608096691892576,0,0.0003894166807185684,206.59465708238758,206.59465708238758,206.89573866457886,1,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,78,77,up,0.005,db,0.050608096691892576,1,0.00038247359270826564,209.00308242924802,209.00308242924802,209.30400884851315,0,644290,001,2022-09-07_15h53.34.350,staircase procedure final,2022.2.2,59.74977453908613,
